"museumid","sitename","vesselname","protected","origin","launchedy","periodc","vesseltype","purpose","propulsion","lengthm","beamm","tonnagebrt","physicaldescription","biography","wrecked","latitude","longitude","locationdescription","shipwreckingcause","shipwreckingy","depthm","toponym","locationtype","storyofshipwrecking","discoveryy","storyofdiscovery","objectsrecovered","text"
2430,"Ekvaator","Ekvaator","no","Eesti","1895","19. sajand","kaljas",NA,NA,"21.45","6.17","65.15",NA,"1895 - ehitamine, Korgessaare 10.09.1912 - laevahukk","yes",NA,NA,"Kadrioru rand. Praegune asukoht teadmata","torm",1912,NA,"Kadriorg","rannikulahedane","Hukkus tormiga Kadrioru rannas 10.09.1912.a.",NA,"Jaanused leidmata","no","Ekvaator, Raj. II -  , kaljas 65,15 BRT, ehit. 1895 Korgessaares, L=21,45 m  B=6,17 m, hukkus tormiga Kadrioru rannas 10.09.1912.a. Jaanused leidmata. (A3 1912.a. lk.6)"
165,"Kadri","Kadri","no",NA,NA,"20. sajand","kaljas",NA,"purjelaev",NA,NA,"150",NA,"1912 - laevahukk talv 1912 - lammutamine kuttepuudeks","lammutatud",NA,NA,"Pihlaspea kula rand","torm",1912,NA,"Pihlaspea","rannikulahedane","1912.a. sugisel paiskas torm laeva Kuivakari ankruplatsilt Pihlaspea kula randa. Laev lammutati talvel kuttepuudeks.",NA,NA,"no","Kadri, Raj. I -  , purjelaev, kaljas, 150 BRT. 1912.a. sugisel paiskas torm laeva Kuivakari ankruplatsilt Pihlaspea kula randa. Laev lammutati talvel kuttepuudeks. (A267 lk.12)"
741,"Andreas","Andreas","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,"55.8",NA,"01.10.1913 - laevahukk","yes",NA,NA,"W pool Kihnu saart","torm",1913,NA,"Kihnu","saarelahedane","Hukkus (purunes) W pool Kihnu saart 01.oktoobril 1913.aastal",NA,"Leidmata","no","Andreas, Raj. VII - , purjelaev 55,8 BRT hukkus tormis Kihnu saare W kuljel 01.10.1913.a. Jaanused leidmata. (A3, 1913.a. lk.3); Andreas, Raj. VII -  , purjekas 55,8 BRT, hukkus (purunes) W pool Kihnu saart 01.oktoobril 1913.aastal. Leidmata. (A A3)"
575,"Lurich","Lurich","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,"1873",NA,"27.09.1913 - laevahukk","yes",NA,NA,"Heltermaast 6 versta SO pool. Praegune asukoht teadmata.",NA,1913,NA,"Heltermaa","rannikulahedane","Hukkus Heltermaast 6 versta SO pool 27.09.1913.a. Asukoht teadmata.",NA,"Asukoht teadmata","no","Lurich, Raj. V -  , purjelaev 1873 BRT, hukkus Heltermaast 6 versta SO pool 27.09.1913.a. Asukoht teadmata. (A3 1913.a. lk.3)"
4167,"Elis","Elis","no","Ahvenamaa","1873","19. sajand","kuunar",NA,"purjelaev","35.6","9.2","349.8","Kolmemastiline kuunar voi kaljas","1873 - ehitamine, Jormala, Ahvenamaa 24.11.1913 - laevahukk 2001 - teade laeva pardafragmendi leiust Ongu lahistel","yes",NA,NA,"Laevahukk Ongu kula all Mardihansu lahes, Hiiumaal. Praegune asukoht teadmata",NA,1913,NA,"Ongu","rannikulahedane","Uhtedel andmetel jooksis Ongu randa",NA,"2001. aastal teatati laeva pardafragmendi leiust Ongu all, mille pikkus 6 m ja laius 1 m. Sile plangutus. Vraki asukoht siiski teadmata.","no","Elis, Raj. IV -  , (Vt. Ongu vrakk),3-e mastiline kuunar, ehit. 1873 Ahvenamaal (Jomala), 349,8 BRT, L=35,60 m  B=9,20 m, hukkus Ongu kula all Mardihansu lahes Hiiumaal 24.11.1913.a. Vraki asukoht teadmata. (A3 1913.a.lk.2, A179); Ongu vrakk, Raj. IV -   , (Vt. Elis), sajandivahetusel Ongu randa jooksnud kaljas. Talvel koristati laeva jaanused jaalt. 2001.a. teatati laeva pardafragmendi leiust Ongu all. L=6 m, B=1 m. Sile plangutus. Vraki asukoht teadmata. (A179, B Kruusmagi)"
2481,"Maria","Maria","no",NA,NA,"20. sajand","kaljas",NA,NA,NA,NA,NA,NA,"1913 - laevahukk","yes",NA,NA,"Koolimae lahe rand","torm",1913,NA,"Koolimae","rannikulahedane","Hukkus tormiga 1913.a. sugisel Koolimae lahe rannas.",NA,NA,"no","Maria (3), Raj. II -   , kaljas, hukkus tormiga 1913.a. sugisel Koolimae lahe rannas. (A195 lk.73)"
6201,"Concordia","Concordia","no","Soome","1870","19. sajand","parklaev",NA,NA,"37.7","8.35","264","Soome kolmemastiline parklaev","1870 - ehitamine, Drammen, Norra 04.11.1921 - laevahukk","yes",NA,NA,"Ristiaugu rand Tagalahes Pidula all","torm",1921,NA,"Tagalaht","rannikulahedane","Jooksis 04.11.1921 tormiga Tagalahes Pidula all Ristiaugu randa.",NA,"Asukoht teadmata","no","Concordia, Raj.VI -  , Soome kolmemastiline parklaev, ehit.1870.a. Drammenis, 264 BRT, L=37,70m  B=8,35m.Jooksis 04.11.1921.a. tormiga Tagalahes Pidula all Ristiaugu randa. Saatus teadmata. (A275, A276)"
196,"Uranus","Uranus","no","Soome","1920","20. sajand","kuunar",NA,NA,"33.18","8.9","259.76",NA,"1920 - ehitamine, Koivisto, Soome 1921 - laevahukk","yes",NA,NA,"Vaindloo saare N otsa rannas","udu",1921,NA,"Vaindloo saar","saarelahedane","Soitis oma esimesel reisil 1921. aastal uduse ilmaga Vaindlo saare N otsas randa, kuhu jaigi. Sealt viis tugev W torm vraki aastate moodudes uuesti merre, kuhu see uppus. Jaanused leidmata.",NA,"Leidmata","no","Uranus, Raj. I -   , kolmemastiline Soome kuunar, ehit. 1920 Koivistos, L=33,18 m  B=8,90 m, 259,76 BRT, soitis oma esimesel reisil 1921. aastal uduse ilmaga Vaindlo saare N otsas randa, kuhu jaigi. Sealt viis tugev W torm vraki aastate moodudes uuesti merre, kuhu see uppus. Jaanused leidmata. (A250 lk.285, 311, B Aksberg)"
152,"Saaremaa","Saaremaa","no","Inglismaa","1898","19. sajand",NA,NA,"aurulaev","33.5","6.4","165","Eestis kasutatud kala-ja transpordilaevana","1898 - ehitamine, Hull, Inglismaa 1918 - uleminek Eestisse 09.12.1921 - laevahukk","yes",NA,NA,"Kroonlinna lahistel","rammimine",1921,NA,"Kroonlinn",NA,"9.12.1921.aastal hukkus Petrogradist tulles Kroonlinna lahistel ilmselt kuritahtlikult rammimise tottu jaamurdja „Vjuga“ poolt, kes pidi Saaremaad jaas aitama. Hukkus terve meeskond.",NA,NA,"no","Saaremaa (ex. Roche Castle, Nicolai), Raj. I -   , 1898.a. Inglismaal, Hullis ehitatud vaike aurulaev, 165 brt, pikkusega 33,50 m, laiusega 6,40 m, alates 1918. aastast Eestis, kalatoostur P.Malahovi omandusena. Kasutati nii kala-, kui transpordilaevana. 9.12.1921.aastal hukkus Petrogradist tulles Kroonlinna lahistel ilmselt kuritahtlikult rammimise tottu jaamurdja „Vjuga“ poolt, kes pidi Saaremaad jaas aitama. Hukkus terve meeskond. (A127, lk.199, B Ossiptsuk, Laevahuku materjalid ERA.1584.1.63; ERA.28.1.204; ERA.957.11.1061 (Toimikud 1028,1029,1030 A345 lk.193-195)"
751,"Johannes","Johannes","no","Eesti, Haademeeste",NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,NA,"1921 - laevahukk","yes",NA,NA,"Kabli","karilesoit",1921,NA,"Kabli","kari","Lasti 1921.a. meeskonna poolt ettekavatsetult Kabli rannakaridele triivida.",NA,"Leidmata","no","Johannes, Raj. VII -  , Haademeestes ehitatud purjelaev, lasti 1921.a. meeskonna poolt ettekavatsetult Kabli rannakaridele triivida. Vrakijaanused leidmata. (A186 lk.116-117)"
532,"Korintus","Korintus","no","Eesti","1903","20. sajand","kaljas",NA,"purjelaev","23.94","7.06","103.55",NA,"1903 - ehitamine, Papisaare 27.05.1921 - laevahukk","yes",58.7087898864412,23.3334227947892,"Kumaru riff","karilesoit",1921,NA,"Kumari","kari","Hukkus Kumaru rifil 27.05.1921.a.",NA,"Selle laeva arvatavad jaanused leitud.","no","Korintus Raj. V -  , purjelaev, kaljas, ehit. 1903.a. Papisaares, 103,55 BRT L=23,94 m  B=7,06 m, hukkus Kumaru rifil 27.05.1921.a. Selle laeva arvatavad jaanused leitud. (A87, A273, foto, sonari pilt, B Ossiptsuk)"
2513,"Rossija","Rossija","no",NA,"1896","19. sajand","ristleja",NA,NA,"146.36","20.87",NA,"soomusristleja","1896 - ehitamine 16.10.1922 - soit Kuradimuna madalale 1925 - vabastamine Kuradimunalt","ules tostetud",NA,NA,"Kuradimuna madal","madalalesoit",1922,NA,"Kuradimuna madal","madal","16.10.1922.a. sattus mahakantuna ja jaamurdja Purga poolt Riiga pukseerituna Kuradimuna madalale, kust vabastati alles 3 aastat hiljem ja viidi minema.",NA,NA,"yes","Rossija, Raj. II -  , soomusristleja, ehit.1896.a., veevaljasurve 13.060 t, L=146,36 m  B=20,87 m, 16.10.1922.a. sattus mahakantuna ja jaamurdja Purga poolt Riiga pukseerituna Kuradimuna madalale, kust vabastati alles 3 aastat hiljem ja viidi minema. (A82 lk.4,65, A94 lk.5, foto)"
6228,"Saga","Saga","no","Rootsi","1901","20. sajand",NA,NA,"mootorpurjekas",NA,NA,"71",NA,"1901 - ehitamine, SOome 12.09.1922 - laevahukk","yes",NA,NA,"Saaremaal Karuste rannas","karilesoit",1922,NA,"Karuste","rannikulahedane","Jooksis kinni ja hukkus Saaremaal Karuste rannas 12.09.1922.a. teel Stockholmist Riiga.",NA,"Leidmata","no","Saga, Raj. VI -   , Rootsi mootorpurjekas, ehit. 1901.a. Soomes, 71 BRT. Jooksis kinni ja hukkus Saaremaal Karuste rannas 12.09.1922.a. teel Stockholmist Riiga. Leidmata.(A191, A192, A193)"
189,"Sud","Sud","no",NA,NA,"20. sajand","praam",NA,NA,NA,NA,NA,NA,"04.11.1922 - laevahukk","yes",NA,NA,"Umbes 15 penikoormat rannast eemal",NA,1922,NA,NA,NA,"Hukkus teekonnal Narvast Tallinna, pukseerituna paastelaeva ""Solid"" poolt umbes 15 penikoormat rannast eemal 04.11.1922.a.",NA,"Asukoht teadmata","no","Sud, Raj. I -   , soelaadungiga praam, hukkus teekonnal Narvast Tallinna, pukseerituna paastelaeva ""Solid"" poolt umbes 15 penikoormat rannast eemal 04.11.1922.a. Asukoht teadmata. (A145)"
6198,"Bornholm","Bornholm","no","Lati","1872","19. sajand","aurik","kaubalaev","aurulaev","32.5","5.55","117",NA,"1872 - ehitamine, Hamburg, Saksamaa 12.06.1922 - laevahukk","yes",NA,NA,"Laidunina ja Kubassaare lahistel",NA,1922,NA,"Laidunina-Kubassaare",NA,"Hukkus 12.06.1922.a. teekonnal Riiast (kuhu?) Laidunina ja Kubassaare lahistel (?).",NA,"Leidmata","no","Bornholm (ex Sequens), Raj. VI -  , aurik, Lati kaubalaev, ehit. 1872.a Hamburgis, 117 BRT, L=32,50m  B=5,55m, hukkus 12.06.1922.a. teekonnal Riiast (kuhu?) Laidunina ja Kubassaare lahistel (?). Laadungiks raudteeroopad, lauanoud jms. Leidmata. (A87, A290 lk.159)"
59,"A-32","A-32","no","Saksamaa","1916","20. sajand",NA,"sojalaev",NA,"50.15","5.32",NA,NA,"1916 - ehitamine 25.10.1917 - laevahukk 1923 - ulestostmine  - taastatud torpeedopaadiks ""Sulev""  - umbernimetatud: ""Ametist""","ules tostetud",NA,NA,NA,NA,1923,NA,"Vainameri",NA,"Hukkus 25.10.1917.a. Vainameres koordinaatides ligikaudu 58*38<U+00B4>N; 22*56<U+00B4>E. Tosteti ules 1923.a. ja taastati Eesti merevae tarbeks torpeedopaadina Sulev, hilisem Vene Ametist.",NA,NA,"no","A-32, Raj. V  -  , Saksa miinilaev, ehit. 1916.a., veevaljasurve 250 t, L=50,15 m  B=5,32 m. Hukkus 25.10.1917.a. Vainameres koordinaatides ligikaudu 58*38<U+00B4>N; 22*56<U+00B4>E. Tosteti ules 1923.a. ja taastati Eesti merevae tarbeks torpeedopaadina Sulev, hilisem Vene Ametist. (A1, A12 lk.628, A50 lk.402, A86 lk.167, A87, A152, A324, A348, varvipilt)"
735,"Marta","Marta","no","Eesti","1912","20. sajand","kaljas",NA,"purjelaev","22.36","6.81","79",NA,"1912 - ehitamine, Peterhofi lahistel, Venemaa 1923 - laevahukk","yes",NA,NA,"Ruhnu saare rand","torm",1923,NA,"Ruhnu","rannikulahedane","Hukkus 1923.a. tormiga Ruhnu saare rannas teel liiprilaadungiga Haademeestelt Tallinna.",NA,"Ruhnu saare vrakijaanused identifitseerimata.","no","Marta (2) (ex Schemtshug), Raj. VII -  , Eesti kaljas, ehit. 1912.a. Peterhofi ligidal Venemaal, 79 BRT, L=22,36 m B=6,81 m. Hukkus 1923.a. tormiga Ruhnu saare rannas teel liiprilaadungiga Haademeestelt Tallinna. Ruhnu saare vrakijaanused identifitseerimata. (A194, A229 lk.70, A284, B Tamleht, fotod)"
6211,"Kronos","Kronos","no","Inglismaa","1897","19. sajand","aurik","kaubalaev","aurulaev","57.54","9.1","928","Kandevoime 1250 t, kiirus 8,5 solme","1897 - ehitamine, Sunderland, Inglismaa 17.11.1923 - laevahukk","yes",NA,NA,"Saaremaa edelarannik. Praegune asukoht teadmata","karilesoit",1923,NA,"Saaremaa","kari","Olles segakaubaga teel Stettinst Peterburgi sattus 17.11.1923.a. karile Saaremaa edelarannikul ja hukkus kogu meeskonnaga 17 meremeest. Laadung osaliselt randa uhutud.",NA,"Leidmata","yes","Kronos, Raj. VI -   , aurik, kaubalaev, 928 BRT, ehit. 1897.a. Sunderlandis, L=57,54 m B=910 m, kandevoime 1250 tonni, kiirus 8,5 solme, olles segakaubaga teel Stettinst Peterburgi, sattus 17.11.1923.a. karile Saaremaa edelarannikul ja hukkus kogu meeskonnaga 17 meremeest. Laadung osaliselt randa uhutud. Vrakk leidmata. (A87, A187, A264, A305, A387)"
570,"Elli","Elli","no","Eesti","1920","20. sajand",NA,NA,"purjelaev","15.15","5.24","24",NA,"22.05.1923 - laevahukk","teadmata",NA,NA,"Laevahukk Muhu saare Kallaste kula ligidal",NA,1923,NA,"Kallaste","rannikulahedane","Jooksis kinni sojalaeva (?) rusude otsa 22.05.1923.a. Muhu saare Kallaste kula ligidal.",NA,"Asukoht teadmata","no","Elli, Raj. V -   , vaike purjelaev, ehit. 1920.a. Hiiumaal, 24 BRT, L=15,15 m B=5,24 m. Jooksis kinni sojalaeva (?) rusude otsa 22.05.1923.a. Muhu saare Kallaste kula ligidal. Saatus teadmata.(A190)"
37,"Tor","Tor","no",NA,NA,"20. sajand","aurik","kaubalaev","aurulaev",NA,NA,NA,NA,"06. voi 07.10.1924 - laevahukk","yes",NA,NA,"Umbes 15 miili Osmussaarest pohja pool",NA,1924,NA,"Osmussaar","avameri","Uppus umbes 15 miili Osmussaarest pohja pool 06. voi 07.10.1924.a. Asukoht teadmata.",NA,"Asukoht teadmata","no","Tor, Raj. III voi IV, aurik, kaubalaev, uppus umbes 15 miili Osmussaarest pohja pool 06. voi 07.10.1924.a. Asukoht teadmata. (A298)"
6204,"Emma","Emma","no","Lati",NA,"20. sajand","aurik",NA,"aurulaev",NA,NA,"200",NA,"09.01.1924 - laevahukk","yes",NA,NA,"Laevahukk Saaremaa NW rannikul. Praegune asukoht teadmata.","pohjavigastus",1924,"16 sulda","Saaremaa","rannikulahedane","Vigastas 09.01.1924.a. pohja Saaremaa NW rannikul teel Gdanskist Tallinna. Paases lahti, kuid uppus mone aja parast 16 sulla sugavusse. Meeskond paases 11 tunni parast Mustjala randa Merisel.",NA,"Asukoht teadmata","no","Emma, Raj. VI -  , Lati aurik, 200 BRT, vigastas 09.01.1924.a. pohja Saaremaa NW rannikul teel Gdanskist Tallinna. Paases lahti, kuid uppus mone aja parast 16 sulla sugavusse. Meeskond paases 11 tunni parast Mustjala randa Merisel. Vraki asukoht teadmata.(A202)"
3178,"Tobia","Tobia","no","Eesti","1899","19. sajand","kaljas",NA,NA,"21.9","6.6","70.44","1899 - ehitamine, Saaremaa 10.10.1924 - laevahukk",NA,"yes",NA,NA,"Krassi madal","madalalesoit",1924,NA,"Krassi madal","madal","Jooksis kinni ja hukkus krassi madalal 10.10.1924. Ilmselt havinud",NA,NA,"no","Tobia, Raj. III -   ,kaljas, ehit. 1899.a. Saaremaal, 70,44BRT. L=21,9 m  B=6,6 m. Jooksis kinni ja hukkus Krassi madalal 10.10.1924.a. Ilmselt havinud. (A297)"
3124,"Meeme","Meeme","yes","Eesti","1911","20. sajand","miinitraaler","sojalaev","aurulaev","27.4","6.4",NA,"57 mm suurtukk","1911 - ehitamine, Goteborg, Rootsi 14.11.1924 - laevahukk 29.07.2000 - avastamine, vraki filmimine, laevakella ulestostmine 14.08.2000 - vraki margistamine poiga tulevase sukeldumise huvides 16.08.2002 - sukeldumine vrakile, filmimine 05.09.2002 - valjasoit vrakile Merevae miinijahtijaga ""Sulev"", sukeldumine vrakile","yes",59.607641216869,24.447557259613,"Naisssaare lahistel","miin",1924,"44","Naissaar","saarelahedane","Sai vigastada traalimistoodel miini plahvatuse labi, uppus pukseerimise kaigus Naissaare lahistel 14.11.1924.a.","2000","Avastati 29.07.2000.a. Eesti Meremuuseumi ja Tuukritoode OU uhistoo kaigus kalurite info jargi. Tehti esialgne ulevaatus ja videofilmimine. Toodi valja laeva pronkskell, liud. Vrakil nahti ka rooliratast, toidunousid ja muid esemeid.","yes","Meeme (ex “O”), Raj. III -   , aurik, hiljem Eesti Merevae suurtukilaev ja miinitraaler, ehit. Goteborgis 1911.a. L=27,4 m  B=6,4 m, Veevaljasurve 150 t, sai vigastada traalimistoodel miini plahvatuse labi, uppus pukseerimise kaigus Naissaare lahistel 14.11.1924.a. Vrakk lebab 44 m sug. Avastati 29.07.2000.a. Eesti Meremuuseumi ja Tuukritoode OU uhistoo kaigus. Tehti esialgne ulevaatus ja videofilmimine. Toodi valja laeva pronkskell. Koordinaadid 59*36,4673<U+00B4>N; 24*26,8664<U+00B4>E (B Sammalsoo, A87, A216 lk.34-36, A237 lk. 25-28,A293, A346 lk.129-130, foto, sonari pilt, videofilm)"
4207,"Union","Union","no","Venemaa","1913","20. sajand","kaljas",NA,NA,"21.54","6.72","68",NA,"1913 - ehitamine, Luga, Venemaa talv 1925 - laevahukk","yes",NA,NA,"Vormsi lahistel Ramsi liinidel","jaa",1925,NA,"Vormsi","saarelahedane","Hukkus 1925.a. talvel Vormsi lahistel Ramsi liinidel. Jaa loikas plangutuse labi.",NA,NA,"no","Union (Utka), Raj. IV -   , kaljas, 68 BRT, ehit. 1913.a. Lugas, L=21,54 m B=6,72 m. Hukkus 1925.a. talvel Vormsi lahistel Ramsi liinidel. Jaa loikas plangutuse labi. (A 188)"
6219,"Norma","Norma","no","Saksamaa","1909","20. sajand",NA,NA,"purjelaev","25.92","5.64","99",NA,"1909 - ehitamine, Saksamaa 11.11.1925 - umbermine, laevahukk paar paeva hiljem","yes",NA,NA,"Moldri rannast ligikaudu 3 miili SW poole","pustuvuse kaotus",1925,"7 sulda","Moldri","rannikulahedane","Laks umber 11.11.1925.a. Vilsandi ligidal, paar paeva hiljem uppus paastetoode ajal Moldri rannast ligikaudu 3 miili SW poole.",NA,"Leidmata","no","Norma, Raj. VI -   , Saksa purjelaev, 99 BRT, ehit. 1909.a. Saksamaal, L=25,92 m B=5,64 m. Laks umber 11.11.1925.a. Vilsandi ligidal, paar paeva hiljem uppus paastetoode ajal Moldri rannast ligikaudu 3 miili SW poole. Sugavus 7 sulda. Leidmata. (A189)"
3109,"Roscrana","Roscrana","no","Lati","1908","20. sajand","aurik","kaubalaev","aurulaev","38.22","6.83","308",NA,"1908 - ehitamine, Rootsi 19.08.1925 - laevahukk","yes",59.4828256404052,24.3628719273183,"Suurupi majaka all voi Pakri ja Suurupi vahel","randumine",1925,NA,"Suurupi","poolsaar","Soitis 19.08.1925.a. teekonnal Riiast Tallinna Suurupi majaka all kinni ja uppus. Teistel andmetel: 154 jargi uppus laev paastetoode tegemise (pukseerimise) kaigus 42 sulla sugavusel Pakri ja Suurupi vahel.",NA,"Voimalik, et vrakk on leitud A.Ossiptsuki poolt koordinaatides 59*28,999<U+00B4>N; 24*21,772<U+00B4>E","no","Roscrana (ex Nisse, Cetus, Dorothy Talbot, Sicilija), Raj. III -   , Lati aurik, kaubalaev, 308 BRT, pikkus 38,22 m, laius 6,83 m, ehitatud 1908 Rootsis, soitis 19.08.1925.a. teekonnal Riiast Tallinna Suurupi majaka all kinni ja uppus. (A127 lk.198) A154 jargi uppus laev paastetoode tegemise (pukseerimise) kaigus 42 sulla sugavusel Pakri ja Suurupi vahel. Asukoht teadmata. Voimalik, et vrakk on leitud A.Ossiptsuki poolt koordinaatides 59*28,999<U+00B4>N; 24*21,772<U+00B4>E (Sicilija, Ossiptsuki joonistus vrakist)"
13,"Dejatelnoi","Dejatelnoi","no","Venemaa","1907","20. sajand",NA,NA,NA,"64","6.4",NA,"Vene eskaadri miinilaev","1907 - ehitamine, Peterburi I maailmasoda - osalemine Balti laevastiku koosseisus I maailmasoda - osavott Jaaretkest 18.11.1918 - uleviimine Kaspia laevastikku 21.11.1925 - mahakandmine ja lammutamine","lammutatud",NA,NA,NA,"lammutamine",1925,NA,NA,NA,"Kanti maha 21.11.1925. aastal ning lammutati",NA,NA,NA,"Dejatelnoi, Raj. ?  , Vene eskaadri miinilaev, 380 t veevaljasurve, pikkus 64 m, laius 6,4 m, ehitatud Peterburis 1907.a., osales I maailmasojas Balti laevastiku koosseisus ning Jaaretkes. Viidi ule Kaspia laevastikku  18.11.1918. aastal, kanti maha 21.11.1925. aastal ning lammutati(A8 lk.134, A9 lk.83, A40, A162, A369 lk.203, foto)"
6183,"Varbla vrakk","Saara ?","no","Soome","1916","20. sajand",NA,NA,"mootorpurjekas","27.00 ?","5.00 ?",NA,"Tundmatu vrakk, voimalik, et Soome m/p Saara. 69 nrt.","1916 - ehitamine, Soome 01.01.1925 - laevahukk","yes",58.4282317681462,23.681289642956,"Varbla ranna all meres, Uue-Varbla lahistel","randumine",1925,NA,"Varbla","rannikulahedane","Jooksis 01.01.1925.a. teel Gotlandilt Riiga tsemendilaadungiga randa Uue-Varbla all. Torm purustas laeva tukkideks.",NA,"Naha aerofotol","no","Varbla vrakk, Raj. VI -  , tundamatu laeva vrakk Varbla ranna all meres, koordinaatides 58*25,715<U+00B4>N; 23*40,890<U+00B4>E Voimalik Soome m/p Saara (ehit.1916, L=27m; B=5 m) Naha aerofotol. (B Mass)"
182,"Rosine","Rosine","no",NA,"1913","20. sajand","kaljas",NA,NA,"21.98","6.62",NA,NA,"1913 - ehitamine, Pootsi 1926 - laevahukk","yes",NA,NA,"Altja rand","torm",1926,NA,"Altja","rannikulahedane","Hukkus tormiga Altja rannas 1926. aastal.",NA,"Leidmata","no","Rosine, Raj. I -   , kaljas pikkusega 21,98 m; laiusega 6,62 m, ehit. Pootsi rannas 1913.a., hukkus tormiga Altja rannas 1926.aastal. Leidmata. (A181 lk. 90)"
2519,"Suits","Suits","no",NA,"1902","20. sajand","kuunar",NA,NA,"27.28","7.86","129","Kolmemastiline kahvelkuunar (jants)","1902 - ehitamine 1926 - laevahukk","yes",NA,NA,"Vosu rand","torm",1926,NA,"Vosu","rannikulahedane","Aeti tormiga Vosu randa 1926. aastal",NA,"Asukoht teadmata","no","Suits, Raj. II -   , kolmemastiline kahvelkuunar (jants), ehitatud 1902, 129 BRT, pikkus  27,28 m, laius 7,86 m, aeti tormiga Vosu randa 1926.aastal. Saatus teadmata. (A127 lk.209, A181 lk.88, A195 lk. 69-70)"
6200,"Capella","Capella","no","Eesti","1901","20. sajand",NA,NA,"purjelaev","23.81","7.27","97",NA,"1901 - ehitamine, Saaremaa 21.08.1926 - laevahukk","yes",NA,NA,"Ruhnu saarest ligikaudu 2 miili NW pool asuval madalal","madalalesoit",1926,NA,"Ruhnu","saarelahedane","Hukkus 12000 puudase tulekivilaadungiga teekonnal Taanist Riiga Ruhnu saarest ligikaudu 2 miili NW pool asuval madalal 21.08.1926",NA,"Leidmata","no","Capella, Raj. VI -  , Eesti purjelaev, ehit. 1901.a. Saaremaal, 97 BRT, L=23,81 m  B=7,27 m, hukkus 12000 puudase tulekivilaadungiga teekonnal Taanist Riiga Ruhnu saarest ligikaudu 2 miili NW pool asuval madalal  21.08.1926.a. Vrakk leidmata. (A197)"
476,"V-75","V-75","no","Saksamaa",NA,"20. sajand",NA,NA,NA,NA,NA,NA,"Havitaja","10.11.1926 - hukkumine","yes",59.3838597296395,22.5001687899839,"Tahkuna tuletornist 17,5 miili N poole",NA,1926,NA,"Tahkuna","avameri","Hukkus 10.11.1926.a. Tahkuna tuletornist 17,5 miili N poole, hukkunuid 3.",NA,"Leidmata","no","V-75, Raj. IV -  , saksa havitaja, hukkus 10.11.1926.a. Tahkuna tuletornist 17,5 miili N poole, koordinaatides ligikaudu 59*23<U+00B4>N; 22*30<U+00B4>E. Hukkunuid 3. Vrakk leidmata. (A348)"
2403,"Saaremaa","Saaremaa","no","Eesti","1913","20. sajand","kaljas",NA,"mootorpurjekas","23.05","6.13","65.28 brt/ 43,06 nrt","Kahemastiline kahvelkuunar, 43.06 nrt, laeval oli 30 HJ „Wolverine“ petrooleumimootor.","1913 - ehitamine, Saaremaa, P. Himmist 1923 - registreerimine Tallinnas, omanikud G. Kristjuhan ja K.Konga 1926 - omanik klassifikatsiooniuhing Bureau Veritas 6.-7.12.1926 - laevahukk","yes",NA,NA,NA,NA,1926,NA,NA,NA,"Laev hukkus reisil Tallinnast Helsingisse tsemendilaadungiga 1926.a. 6.-7.detsembril 1926.a. Kaudseil andmeil toimunud 7. dets. uhel kahemastilisel purjekal Arasnsgrundi tulelaeva lahistel plahvatus ja laev uppunud.",NA,NA,"no","Saaremaa, Raj. II - , kahemastiline kahvelkuunar (kaljas), ehit. 1913.a. Saaremaal P.Himmisti poolt, 65,28 brt, 43,06 nrt, mootmed 23,05 x 6,13 meetrit, laeval oli 30 HJ „Wolverine“ petrooleumimootor. 1923.a. registreeritud Tallinnas, omanikud G.Kristjuhan ja K.Konga. 1926.a. klassifikatsiooniuhing Bureau Veritas. Laev hukkus reisil Tallinnast Helsingisse tsemendilaadungiga 1926.a. 6.-7.detsembril 1926.a. Kaudseil andmeil toimunud 7. dets. uhel kahemastilisel purjekal Arasnsgrundi tulelaeva lahistel plahvatus ja laev uppunud. (A Postimees 16.12.1926 nr.342, B Lutt)"
169,"Kuru","Kuru","no","Eesti","1904","20. sajand","kaljas",NA,NA,"29.26","8.53","177",NA,"1904 - ehitamine, Parnu 23.10.1926 - laevahukk","yes",NA,NA,"Altja kula all madalikul. Praegune asukoht teadmata.","madalalesoit",1926,NA,"Altja","madal","Purunes tormis Altja kula all madalikul 23.10.1926.a.",NA,"Leidmata","no","Kuru, Raj. I -   , kaljas, ehit. 1904 Parnus, 177 BRT, L=29,26 m  B=8,53 m. Purunes tormis Altja kula all madalikul 23.10.1926.a. Jaanused leidmata. (A175, A127 lk.133)"
