"id","year","season","month","date_begin","date_end","date_begin_long","category","category_code","category_2","category_3","category_4","category_extra","description_original","description_comment","location","country"
"G0161",1897,"autumn","11","11","11","1897-11-11","1:1:5:4:, 1:1:4:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehr schwer, 1:2:1:schiffsinkt","Der heftig wehende NordWeststurmm machte jedoch ein Einiaufen im Hafen ganz unmöglich, und trieb das Schiff nordwärts fort.  Am Dienstag, um 12 Uhr Mittags wurde es dann bei Papenssee durch den orkanartigen Sturm an den Strand getrieben. Wie schon berichtet ist das Schiff total wrack geworden. ",NA,"lv:wl:li:papesciems:","lv"
"F3157",1890,"summer","8","14","14","1890-08-14","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Valljalat. Teisipäev, 14. Augustil löönud pitkne Lööke külas, Hintsi Kustutoa elu korstnast sisse, säält rööri mööda ahju ja purustanud selle teise külje ära, siis jooksnud aknast välja, mida ta puruks löönud, õues purustanud ta kaevu harki ja roo, kunasta siis maa sisse läinud. …",NA,"ee:h:we:saaremaa:valjala:","ee"
"F3414",1899,"summer","7","10","10","1899-07-10","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Kolga rannas Pedaspää külas lõi pikne 10-mal juulil maja põlema ja 65 aastase mehe, Jaagup Niiholm nimi, surnuks, kui see just uksest sisse astus. Maja oli ühel silmapilgul tuld täis ja kui surnukeha välja kisti, oli see juba hästi ärapõlenud. …",NA,"ee:h:ne:kuusalu:kolga:","ee"
"F2307",1867,"spring","5","22","22","1867-05-22","1:1:5:3:, 1:1:2:5:, 3:3:2:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Tallinn (kell 8 hommikul) – wir schreiben den 10 (22) Mai und haben rings um Winter. Heute Nacht ist Schnee gefallen und nun stürmt und stürmt es wie im Februar. In unsere Bucht treibt der Wind immer neue Eismassen.","(taeatab 3 auriku, millised läbi jää tulid, sadamasse pääsemist)","ee:ne:tallinn:","ee"
"G0635",1875,"winter","12","5","5","1875-12-05","1:1:5:3:, 1:1:4:5:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"A395",1848,"summer","7","13","14","1848-07-13","1:1:5:4:, 1:1:4:3:, 1:1:4:2:, 1:1:2.1:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"am 13. stürmischen Westwind; am 14. SW. sturmisch Mit Regen",NA,"lv:s:","lv"
"C749",1823,"autumn","11","25","26","1823-11-25","1:1:5:4:, 1:1:4:2:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,"119 – 25.novembril tuul SW ja W. Laev ei suutnud kurssi hoida. 26.nov. torm möllas edasi ja tihe lumesadu. Murdlained üle parda","ee:ne:ha:naissaar:","ee"
"G0428",1885,NA,"5","28","29","1885-05-28","1:1:5:4:, 1:1:4:2:, 1:1:4:8:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schiffsinkt","Das gestern von uns nach dem »Rev. Beob."" reproducirte Gerücht von dem Untergange der bemannten Panzerbatterie ""Kretnl« bestätigt  sich in sofern, ais die Batterie nach hartnäckigem 48stündigen Kampf mit dem furchtbaren Sturm, welcher seit der Mitte der vorigen Woche wüthete, von ihrem Kommandeur bei Port Kunda an den Strand gesetzt worden ist. Man berichtet hierüber in den »St. Petbg. Wied.« Folgendes: Die Panzerbatterie begab sich am. 28. Mai auf See und dampfte zugleich mit dem Panzerboot ""Russalka« und dem Kanonenboot ""Schtfchit"" im Fahrwasser der Panzersbatterie ""Perwenez«, bis sie zurückbleibend diesen Schiffen allmählich außer Sicht kam.  Gegen 1 Uhr Mittags verwandelte sich der ziemlich heftige Südostwind in einen Sturm aus Südwest, der die Wellen mit furchtbarer Gewalt gegen die Seiten des Schiffes warf",NA,"ee:ne:kunda:","ee"
"G0391",1884,NA,"10","2","2","1884-10-02","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:orkanartig","Trotz des orkanartigen Sturmes, bei dem es keinem Lootsenboote möglich war, hinauszugehen, kamen gestern mehrere Dampfer, die unseren Hafen öfter besuchen, hier ein",NA,"lv:wl:liepaja:","lv"
"G0438",1885,NA,"6","15","15","1885-06-15","1:1:5:4:, 1:1:2:7:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:gebäude","Ferner ist durch den während des Hagelschlages herrschenden Sturm eine neuerbaute Feldscheune zerstört und beziffert sich der Schaden auf ca. 10,000 Rbl.",NA,"lv:sl:ja:","lv"
"F2532",1874,"winter","1","15","15","1874-01-15","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:brücke","Der am 15 Januar wüthende Sturm, welcher vielfache Verheeunger im Hafen angerichtet, hat auch unserer Secbadenstalt große Verluste bereitet. Die sehr stark in den Meerbusen eindringenden Wellen auf die Insel bei der Badenstalt gelagerten Badehütten Brücken u. s.w. theiweise weggetragen, theilweise zerstört.",NA,"ee:ne:tallinn:","ee"
"G0213",1880,"winter","2","28","29","1880-02-28","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig","durch den heftigen Sturm angefacht",NA,"lv:ml:riga:","lv"
"B329",1857,"autumn","10","2",NA,"1857-10-02","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schiffsinkt, 1:1:5:4:schwer, 1:2:1:todesopfer_21","Kuramaalt. Ka siin on viimane kange torm mõnda kahju teinud. Windau linnast tulevad need kurvad sõnumid, et seal kolm laeva hukka läinud. Esimese peal jäid inimesed elusse, teise peal uppusid kaks ära, aga kolmas läks kõige täiega põhja!. ...Libau linnast... on lugu veel kurvem olnud. Üks laev tahtis Libaust Peterburi minna, oli tammepu-pakkudega laetud ja 25 teekäijat... (lootsid) leidsid 4 inimest, kipper oma pojaga ja kaks teisi, poolsurnud masti küljest ja tõid mäele; kõik teised 21 inimest hingavad mere põhjas",NA,"lv:wl:ventspils:,   lv:wl:liepaja:","lv"
"F3299",1894,"summer","8","12","12","1894-08-12","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"–23.julul oli Sindi vabriku kohal kange müristamine, mille sarnast selle aasta siin pool veel näha pole olnud. Pitkne lõi vabriku puiestikus põlise kase ladvast juureni lõhki, mille juuru ta puutüve küllet paksud laastud lahti kiskus.",NA,"ee:h:se:pa:tori:sindi:","ee"
"F2829",1884,"autumn","10","16","17","1884-10-16","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","Häädemeeste kihelkonnas olnud mõnes kohas hiljuti [arvatavasti 16 või 17. Okt. ] õige häda päevad. Kange torm kihutanud mere vee maale madalamate kohtade peale, nõnda et heina kuhjad paiguti poolest saadik vee sees kurtund ja ka majadegi põrandad mõnes kohas märga saanud.",NA,"ee:h:we:haademeeste:","ee"
"G0015",1890,"autumn","11","19","19","1890-11-19","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:tiere","Am 19. November 1890 waren 18 Bauerfuhren in Begleitung von 27 Menschen auf dem Soila- Sunde, zwischen den Inseln Oesel und Dago,  auf dem durch einen Sturm in Bewegung gerathenen Eise in die äußerste Gefahr gekommen, die Menschen durch die Mannschaft des GrenzPostens mit außerordentlicher Anstrengung gerettet worden, während die Fuhren mit den Pferden nicht mehr anS Land gebracht werden konnten. Dieser Vorfall gab Veranlassung zu einer Vorstellung der Livländischen Bezirkeverwaltung der Gesellschaft zur Rettung auf dem Wasser an die Oberverwaltung, in welcher die Errichtung einer Rettungsstation am Soila-Sunde ",NA,"ee:we:sa:saaremaa:","ee"
"G0074",1893,"summer","6","21","22","1893-06-21","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark; 1:2:1:gebäude","Doch hätte ein bei starkem Sturm in der Nacht vom 21. Juni im Lichtenberg'schen Speicher ausbrechendes Feuer bei den ringsum lagernden bedeutenden Holzvorräthen und Holzbauten leicht ein unberechenbares Unglück über die Stadt bringen können, wenn sich die Feuerwehr auch nur um wenige Minuten verspätet hätte. Glücklicher Weise konnte das Feuer aber noch im Entstehen erstickt werden",NA,"lv:wl:liepaja:","lv"
"G0223",1880,"autumn","10","7","7","1880-10-07","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark, 1:2:1:schiffsinkt","Durch den letzten Sturm ist wie wir erfahren, der bei den Dünaregielirungsarbeiten beschäftigte Dampfer »Vigilant« unweit Mühlgraben bei der Insel Schustershalm gestrandet und seither noch nicht wieder flott gemacht worden.",NA,"lv:ml:riga:","lv"
"F2905",1886,"spring","3","24","24","1886-03-24","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Viljandi maalt. Pillistvere koihelkonnast teatatakse meile, et seal juba 24 Märtsil valjusta müritanud ja välk löönud ning äikese vihma sadanud. Olla ka juba kaks päeva enne seda mõnes kohas mürristamist kuulded. Aruldane kevade tänavu!",NA,"ee:se:vi:pilistvere:","ee"
"F3182",1890,"autumn","11","8","8","1890-11-08","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Tallinnast 8. Novembri homikul hakkas siin kaunis tugev lume tuisk möllama nii et uulitsad peagi valged välja nägivad; ometi ei olnud õiget saaniteed, […] Hobuse raudteele tegi see tuisk palju tüli, mispärast sõidud koge päevaks seisma pidid jäema.",NA,"ee:ne:tallinn:","ee"
"C698",1822,"autumn","10","20","20","1822-10-20","1:1:5:4:, 1:1:4:3:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark",NA,"20.oktoobril oli juba kõva torm W ja WSW ja kõrge meri. Õhtul oli laev Eckholmi lähedal. Nähtavus halb, vihmasadu","ee:ne:la:mohni:","ee"
"F3259",1893,"summer","7","20","20","1893-07-20","1:2:1:, 1:1:5:5:","1:2:1:","meteorological impacts","storm impact","storm impact","1:2:1:todesopfer_9, 1:1:5:5:sehrschwer","Pärnu lahes on mineval teisip. 20.skp. 9 kalameest ära uppunud, kuna vesipüks suure tormiga paadid ümber lõi.",NA,"ee:we:parnu:","ee"
"F2501",1872,"autumn","11","23","23","1872-11-23","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark","Pernust. Kange torm ... meri ja jõgi on jääst puhas ja lage, nagu kevade ajal. Ka lodjale ei ole maru armi anund, päälegi: veel köie kulm seda teist vinud, et keegi hobusega üle jõe ei saa; jalainimesed sõuetakse väike paadiga üle...",".[23.nov. on öine torm väga tugev olnud, eriti kella 5 ja 8 vahel õhtul, siis algas. Hommikuks kõik lõppenud.]","ee:we:parnu:","ee"
"C753",1823,"autumn","11","30","30","1823-11-30","1:1:5:3:, 1:1:4:1:, 1:1:4:2:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,"30.novembril (u.k.) katsusid varju otsida Naissaare juures. Kuna puhus tormine SSW tuul, ei leidnud sealt varju, vaid tuul ajas Soome ranna lähistele","ee:ne:ha:naissaar:","ee"
"G0358",1884,NA,"1","14","14","1884-01-14","1:1:5:4:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schwer","Ein schwerer Sturm aus West-Süd-West wehte in der verflossenen Nacht und auch noch heute mit wenig verminderter Gewalt. Das Wasser im Hafenist bedeutend gestiegen.",NA,"lv:wl:liepaja:","lv"
"G0191",1899,"winter","1","25","25","1899-01-25","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig, 1:1:5:4:schifffahrt","Der heute eingekommene englische Dampfer „China"" hatte gestern Abend aus der hiesigen Seerhede geankert, wurde aber von einem heftigen Sturme während der Nacht überfallen, wobei seine Ankerkette riß und er seine Anker nebst 20 Faden Kette verlor. ",NA,"lv:ml:ri:bolderaja:","lv"
"A6",1862,"summer","6","30","30","1862-06-30","1:1:5:5:, 1:1:2:7:, 1:2:1:","1:1:5:5:","weather description","wind strength",NA,"1:1:5:4:wald_dächer, 1:1:5:wald_dächer, 1:2:1:dächer_bäume",NA,"Während eines Gewitters erhob sich ein heftig wirbelnder Sturmwind, welcher auf dem etwa 6 Werst langen und 3 Werst breiten, in der Nähe der Stadt Werro belegenen Waggula-See eine Wasserhose wie sie sonst nur im offenen Meere angetroffen wird, erzeugte","ee:se:voru:,   ee:l:vagula:,   ","ee"
"G0660",1878,"summer","7","11","11","1878-07-11","1:1:5:4:, 1:2:1:, 1:4:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,NA,"lv:wl:riga:","lv"
"F3417",1899,"autumn","11","3","3","1899-11-03","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:schiffsinkt","Baltiskist. 3.Novembri õhtu ajas kange torm Rootsu laeva “Liisa”, laudadega lastitud, Baltiski lahes kalju peale kinni. Maalt katsuti asjata kohisevate lainete läbi meestele appi minna. [Alles järgmisel päeval pärastlõunat said kahurid appi enne oli üks rannasoldat uppunud.]",NA,"ee:we:la:paldiski:","ee"
"C694",1822,"summer","7",NA,NA,"1822-07-NA","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"äike ja rahe on vaevalt kunagi niipalju kahju tekitanud kui möödunud juuli kuu. 1. Juuli äge äike terves piirkonnas ja süütas väga palju maju. Tallinnas samuti ja süütas põlema","ee:h:li:","ee"
"C609",1820,"summer","6","16","16","1820-06-16","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"Laia uulitsat mööda, mis on lai ainult nime poolest, läheneme Püha Olavi kirikule, mis põles maha möödunud suvel 16.juuli ööl. Piksenool lõi ühte nurgatorni, ja korraga haaras tuli kogu katusealuse. Õnneks sadas vihma","ee:ne:tallinn:","ee"
"G0197",1899,"autumn","9","13","13","1899-09-13","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:1:5:4:schifffahrt","Der „Rev. Beob."" vom 13. September schreibt: Bei dem starken Sturm in der Nacht von vorigen Freitag auf Sonnabend sind zwei gekenterte Segler, einer bei Filsand auf Oesel  und der andere hei Dagerort, angetrieben worden. Ob die Mannschaft sich gerettet, ist zur Zeit noch unbekannt.",NA,"ee:we:sa:saaremaa:vilsandi:, ee:we:hiiumaa:ristna:","ee"
"G0473",1886,NA,"5","16","16","1886-05-16","1:1:5:4:, 1:1:2:7:, 1:1:4:2:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:gebäude, 1:2:1:ernte","am 16. Mai Nachmittags 3 Uhr ein starker Sturm, verbunden mit Hagel und in der Richtung von Südwest herkommend, hinweggezogen und hat daselbst an Gebäuden und Feldern viel Schaden angerichtet",NA,"lv:sl:ba:","lv"
"F3147",1890,"summer","6","20","20","1890-06-20","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Tartu ligidal Maarja Magdaleena kihelkonnas möllas 20. juunil p.l. kellu 3-4 kange maru, mis palju kahju tep. Metsades on puud sihtide viisil maha murtud ja heinamaal heina kuhjad laiali pillatud, nii et ainult pesaasened järele jäänud. Teesid mööda, mis metsat läbi kasvad, ei olnud pääle maru mitte enam võimalik sõita, sest et nad maha murdnud puid täis olivad. Ellistvere vallas viis torm Soomelani talu uuel elumajal poole katuse päält ära ja leigitas seikad vundamendi küljest lahti. Seesama lugu sündis ka sama katusega.",NA,"ee:se:ta:","ee"
"G0708",1874,"spring","5","27","27","1874-05-27","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schiffsinkt",NA,NA,"ee:ne:narva","ee"
"G0700",1873,"autumn","11","23","23","1873-11-23","1:1:5:4:, 1:1:4:4:, 1:1:4:3:, 1:2:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig",NA,NA,"lv:ml:ri:bolderaja:","lv"
"G0469",1886,NA,"4","15","15","1886-04-15","1:1:5:4:, 1:1:4:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"ein NW-Sturm",NA,"lv:wl:liepaja:","lv"
"F2186",1863,"autumn","9","15","15","1863-09-15","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"1863.September, lisaks meteole íkese kirjeldus 15.09. “Am 4 fing man die Gerste zu schneiden","ee:se:viljandi:","ee"
"G0690",1872,"autumn","9","15","17","1872-09-15","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:gebäude, 1:2:1:schiffsinkt",NA,NA,"lv:wl:liepaja:","lv"
"A447",1864,"summer","8","6","6","1864-08-06","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:navigation restricted, 1:1:5:4:heftig, 1:1:5:4:schiffe","Am 6. August wüthete hierselbst ein so heftiger Sturm, wie er in vielen Jahren nicht vorgekommen. Am Morgen des genannten Tages wurden vier zum Kirchspiel Anseküll gehörige Fischerböte (zwei derselben mit fünf, zwei mit sechs Mann besetzt) von ihren Ankern losgerissen und widerstandslos in die hohe See getrieben.",NA,"ee:h:torgu:,   ee:we:sa:","ee"
"C739",1823,"autumn","10","16","16","1823-10-16","1:1:5:3:, 1:1:5:4:, 1:1:4:1:, 1:1:4:2:, 1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark, 1:1:5:2:stark, 1:2.1:schifffahrt_eingeschränkt",NA,"Preisi laev alustas 2/14 okt. Kroonlinnast reisi Stettini. 4/16 okt. Jõuti Palsiski lähistele tuul SSW, muutus tormiks ja laev otsis Suuropi lahes varju","ee:we:la:paldiski:","ee"
"F2581",1876,"spring","4","12","12","1876-04-12","1:1:5:4:, 3:3:2:6:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","Pernau, 2. April. Unsere Fluß hat sich in diesem jahre seine Eisdecke unterwarter rasch entledigt.Am voringen Monatag (29. März(12 April)) passierten noch Fuhrwerke und bis zum Abend noch Fußgänger das Eis, am Dienstag Morgen war bereits offenes Wasser, so daß der Verkehr der beiden Ufer mit Böten vermittelt wewrden konnte, nur einzelne große Eisschollen sah man noch auf dem Wasser schwimmen. Der am Dienstag herrschende starke Sturm wird das Eis auf dürfen demnach hoffen, daß dieselbe bald vom Eise befreit sein wird und können in diesem Jahre einer früheren Eröffnung der Schifffahrt als im voringen entgegensehen (Pern. Z)",NA,"ee:we:parnu:","ee"
"F3103",1889,"summer","6","22","22","1889-06-22","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"22.mkp lõi pikne Veriora vallas Pindi külas Gustav  Pindingi 5 hoonet põlema: lauda, hobuste talli, küüni ja sigade lauda (22 lammast tule  ohvriks.)",NA,"ee:h:vo:rapina:veriora:","ee"
"D190",1808,"winter","12","11","11","1808-12-11","1:1:5:3:, 1:1:4:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"stürmisch aus S",NA,"lv:ml:riga:","lv"
"A344",1864,"spring","4","17","17","1864-04-17","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schifffahrt_eingestellt","Die Englische Brigg „ Cherub "", Capt. M'Donald. mit Salz beladen, auf der Rhede angekommen, kann wegen Sturmes und hohen Seegattes nicht in den Hafen einlaufen",NA,"lv:ml:ri:bolderaja:","lv"
"G0398",1884,NA,"10","17","17","1884-10-17","1:1:5:4:, 1:1:4:3:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:orkanartig","Der orkanartige W.S.W.-Sturm, der in der Nacht von Dienstag auf Mittwoch herrschte, scheint, wie die ""Lib. Ztg"" berichtet, in der Stadt Libau selbst nicht viel Unheil angerichtet zu haben",NA,"lv:wl:liepaja:","lv"
"G0631",1875,"autumn","10","4","5","1875-10-04","1:1:5:3:, 1:1:4:6:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"G0014",1890,"autumn","10","15","15","1890-10-15","1:1:5:4:, 1:2:1:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5.4:todesopfer_1, 1:2:1:schiffsinkt","m 15. Oktober Morgens um 7 Uhr landete bei SW.-Sturm mit dem eigenen Boote unweit Wirgen die aus 5 Mann bestehende Besatzung des auf der Höhe von Papensee verlassenen Schiffes ""Machina"". Das  Schiff kam von Memel, war mit Holz beladen und nach Kiel bestimmt. Beim Eingehen in die Brandung wurde der Kapitän aus dem Boote geworfen und ertrank. Die Leiche wurde nach einigen Tagen cirka 50 Werst abwärt« (im Noroen von Libau bei Seemuppen) ausgeworfen, nach Libau gebracht und da begraben. Die Wirgen'sche Rettungsmannschaft hatte sich sofort der Verunglückten auf das Wärmste angenommen. ",NA,"lv:h:wl:gr:virgasmuiza","lv"
"G0386",1884,NA,"7","28","28","1884-07-28","1:1:5:4:, 1:1:2:7:, 1:2:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Ein starkes Unwetter brach gestern Nachmittag um 4 Uhr, nachdem Tags über drückendheiße Luft über der Stadt gelagert hatte, mit außergewöhnlicher Heftigkeit los. Im Zeitraum weniger Minuten stürmten so gewaltige Wassermassen zur Erde herab, daß das Wasser durch die Gossen und Abfallschachte nicht mit entsprechender Geschwindigkeit abfließen konnte und einen Theil der niedriger gelegenen Straßen und Plätze überfluthete",NA,"lv:ml:riga:","lv"
"G0169",1898,"summer","6","15","15","1898-06-15","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schwer, 1:2:1:bäume, 1:2:1:gebäude","Am 15. Juni, nach 1 Uhr Nachmittags wüthete beim Stintsee ein furchtbarer Sturm, welcher mehrere Bäume entwurzelte und in der im Bau begriffenen Flachs- und Jute-Fabrik eine innere steinerne Wand theil weise zerstörte. Die dort fich befindenden Arbeiter Mickel Jakobson und Grigory Akentjew erlitten beim Einstürzen der Wand Verletzungen.",NA,"lv:ml:riga:","lv"
"A420",1847,"summer","8","16","16","1847-08-16","1:1:5:4:, 1:1:4:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Am 16/28. August, nachmittags 4 Uhr, von Riga und um 6 Uhr von Bolderaa in See gegangen, war der Wind nördlich und stürmisch bei hoher See",NA,"lv:s:","lv"
"B199",1857,"spring","3","3","3","1857-03-03","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Das Wetter ist schön, am Morgen meist warm und klar, am Abend gewöhnlich etwas Regen, am 3 (März) sollen wir sogar scho.n ein Gewitter gehabt haben, am 6.. (März), um Mittagszeit hagelt es. Das Embachwasser steigt und hat niedrige Straβen überschwemmt –","Tartu kirjasaatja.","ee:se:tartu:","ee"
"F3151",1890,"summer","6","21","21","1890-06-21","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Neljapäeval, 21.skp. oli mitmes paigas häkilisi tuuletõukamisi tunda. Tartus on see ajuline torm Dome mäe puid maha murdnud ja mõned majade katused maha kiskunud. Peipsi pää olnud aurulaevad ja lodjad kimbatuses. Tartu ligidal Maarja Magdaleena kihelkonnas möllas 20. juunil p.l. kella 3-4 kange maru, mis palju kahju tep. Metsades on puud sihtide viisil maha murtud ja heinamaal heina kuhjad laiali pillatud, nii et amelt pesasened järele jäänud. Teenid mööda, mis metsat läbi kasvad, ei olnud pääle maru mitte enam võimalik sõita, sest et nad maha murdnud puid täis olivad. Ellistvere vallas viis torm Soomelani talu uuel elumajal poole katuse päält ära ja leigitas seikad vundamendi küljest lahti. Seesama lugu sündis ka sama katusega",NA,"ee:h:li:","ee"
"F2222",1864,"summer","7","17","17","1864-07-17","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:2:8:verbreiteteschaden","Valga makonnast (Pikse kahjo) 17. julil hoidsid 2 tütarlast ühhe Ermisse valla tallopoea veiseid ja lambaid väljal, kui pärrast lõunat kello 6 aeal paks mürristamise pilv ülestõusis ning karjatsev vihma ja rahhe pärrast lambaid hakkasid koea aeama. Agga vata, lageda välja peal juhtus pikse elektriväe volamine nende kohta ja lõi 2 karjast, 29 lammast, 4 lehma, 2 vassikat ja yhhe koera keik korraga mahha) Keigist neist 38 hingelist on jälle toibunud 3 lammast ja 3 lehma, vimaks ka enam kui tunni aea pärrast möllanud karjatsed...Mahhalödud surnud lomad on kül vähhem kui tunni aea sees hirmus ülesaeanud, agga kellega küljes ei ole mingisuggust hava nähha olnud. Väggev elektrivolamine on mõnned lomad 3 sülda möda maad edasi lükkanud, et villa ja karvarada tagga olnud. Tütarlapsed ei üttelnud midagi tundnud ollevad...",NA,"ee:se:va:","ee"
"G0623",1875,"spring","5","4","5","1875-05-04","1:1:5:3:, 1:1:4:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"F2376",1869,"spring","4","27","27","1869-04-27","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"7.mai teatel oli Pärnus esimene piksemüristamine 27. april","ee:we:parnu:","ee"
"G0702",1873,"autumn","11","21","22","1873-11-21","1:1:5:4:, 1:1:4:4:, 1:2:1:, 1:2:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig,  1:2:1:dächer, 1:2:1:gebäude",NA,NA,"ee:ne:tallinn:","ee"
"F3100",1889,"summer","6","8","8","1889-06-08","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Rakverest 8-mal  s.k.p lõuna ajal oli Rakverelt   ümberkaudu raske rahesadu, kus mõned rohetavad ¾ naela rasked olid. Mitmes   kihelkondades ja valdades on viljad põllul ära rikutatud. Kõige suuremat kahju sai  Kloodi mõis. Rukkid saivad üsna maha pekstud ja peaaegu kõik aknaruudud mõisa  hoonetes purustatud ja lammastest, mis karjas olid, mõned rahe teradest surmatud.  Vanemad inimesedki ei ole enne niisuuri rahe terasid näinud.",NA,"ee:ne:rakvere:","ee"
"F2381",1869,"summer","8","7","7","1869-08-07","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:extrem","Tartust suur saddo, kuida kuleme, olla ka meie Tarto ümberkaudu suurt kahjo teinud","(esialgu igasugused kirjalikud teated puuduvad)","ee:se:tartu:","ee"
"F2915",1886,"spring","5","21","25","1886-05-21","1:1:5:3:, 1:1:2:8:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:2:8:einige_tage","Ilmad on Eestimaal viimsel nädalil ilusad olnud enamiste natuke tuulised ja selged. Teisipäeva homikul [20.või 27.V] oli natuke müristamist ja natuke vihma, mis aga palju ei mõjunud. Kõrgemate maadele oodatakse juba vihma. Tänini on põllud, heinamaad ja puulehed väga kenaste kosunud. Rukki õitsemist võib paiguti juba pühadeks oodata. [19.-25.V]",NA,"ee:h:li:","ee"
