"id","year","season","month","date_begin","date_end","category","category_extra","location","description_original","description_comment","country","category_main"
"F3299",1894,"summer","8","12","12","1:1:2:8:",NA,"ee:h:se:pa:tori:sindi:","–23.julul oli Sindi vabriku kohal kange muristamine, mille sarnast selle aasta siin pool veel naha pole olnud. Pitkne loi vabriku puiestikus polise kase ladvast juureni lohki, mille juuru ta puutuve kullet paksud laastud lahti kiskus.",NA,"ee","1:1:2"
"F2829",1884,"autumn","10","16","17","1:1:5:4:","1:1:5:4:stark","ee:h:we:haademeeste:","Haademeeste kihelkonnas olnud mones kohas hiljuti [arvatavasti 16 voi 17. Okt. ] oige hada paevad. Kange torm kihutanud mere vee maale madalamate kohtade peale, nonda et heina kuhjad paiguti poolest saadik vee sees kurtund ja ka majadegi porandad mones kohas marga saanud.",NA,"ee","1:1:5"
"G0015",1890,"autumn","11","19","19","1:1:5:4:","1:2:1:tiere","ee:we:sa:saaremaa:","Am 19. November 1890 waren 18 Bauerfuhren in Begleitung von 27 Menschen auf dem Soila- Sunde, zwischen den Inseln Oesel und Dago,  auf dem durch einen Sturm in Bewegung gerathenen Eise in die au<U+00DF>erste Gefahr gekommen, die Menschen durch die Mannschaft des GrenzPostens mit au<U+00DF>erordentlicher Anstrengung gerettet worden, wahrend die Fuhren mit den Pferden nicht mehr anS Land gebracht werden konnten. Dieser Vorfall gab Veranlassung zu einer Vorstellung der Livlandischen Bezirkeverwaltung der Gesellschaft zur Rettung auf dem Wasser an die Oberverwaltung, in welcher die Errichtung einer Rettungsstation am Soila-Sunde ",NA,"ee","1:1:5"
"G0074",1893,"summer","6","21","22","1:1:5:4:","1:1:5:4:stark; 1:2:1:gebaude","lv:wl:liepaja:","Doch hatte ein bei starkem Sturm in der Nacht vom 21. Juni im Lichtenberg'schen Speicher ausbrechendes Feuer bei den ringsum lagernden bedeutenden Holzvorrathen und Holzbauten leicht ein unberechenbares Ungluck uber die Stadt bringen konnen, wenn sich die Feuerwehr auch nur um wenige Minuten verspatet hatte. Glucklicher Weise konnte das Feuer aber noch im Entstehen erstickt werden",NA,"lv","1:1:5"
"G0223",1880,"autumn","10","7","7","1:1:5:4:","1:1:5:4:sehrstark, 1:2:1:schiffsinkt","lv:ml:riga:","Durch den letzten Sturm ist wie wir erfahren, der bei den Dunaregielirungsarbeiten beschaftigte Dampfer »Vigilant« unweit Muhlgraben bei der Insel Schustershalm gestrandet und seither noch nicht wieder flott gemacht worden.",NA,"lv","1:1:5"
"F2905",1886,"spring","3","24","24","1:1:2:8:",NA,"ee:se:vi:pilistvere:","Viljandi maalt. Pillistvere koihelkonnast teatatakse meile, et seal juba 24 Martsil valjusta muritanud ja valk loonud ning aikese vihma sadanud. Olla ka juba kaks paeva enne seda mones kohas murristamist kuulded. Aruldane kevade tanavu!",NA,"ee","1:1:2"
"F3182",1890,"autumn","11","8","8","1:1:5:3:","1:1:5:3:stark","ee:ne:tallinn:","Tallinnast 8. Novembri homikul hakkas siin kaunis tugev lume tuisk mollama nii et uulitsad peagi valged valja nagivad; ometi ei olnud oiget saaniteed, […] Hobuse raudteele tegi see tuisk palju tuli, misparast soidud koge paevaks seisma pidid jaema.",NA,"ee","1:1:5"
"C698",1822,"autumn","10","20","20","1:1:5:4:","1:1:5:4:stark","ee:ne:la:mohni:",NA,"20.oktoobril oli juba kova torm W ja WSW ja korge meri. Ohtul oli laev Eckholmi lahedal. Nahtavus halb, vihmasadu","ee","1:1:5"
"F3259",1893,"summer","7","20","20","1:2:1:","1:2:1:todesopfer_9, 1:1:5:5:sehrschwer","ee:we:parnu:","Parnu lahes on mineval teisip. 20.skp. 9 kalameest ara uppunud, kuna vesipuks suure tormiga paadid umber loi.",NA,"ee","1:2:1"
"F2501",1872,"autumn","11","23","23","1:1:5:4:","1:1:5:4:sehrstark","ee:we:parnu:","Pernust. Kange torm ... meri ja jogi on jaast puhas ja lage, nagu kevade ajal. Ka lodjale ei ole maru armi anund, paalegi: veel koie kulm seda teist vinud, et keegi hobusega ule joe ei saa; jalainimesed souetakse vaike paadiga ule...",".[23.nov. on oine torm vaga tugev olnud, eriti kella 5 ja 8 vahel ohtul, siis algas. Hommikuks koik loppenud.]","ee","1:1:5"
"C753",1823,"autumn","11","30","30","1:1:5:3:",NA,"ee:ne:ha:naissaar:",NA,"30.novembril (u.k.) katsusid varju otsida Naissaare juures. Kuna puhus tormine SSW tuul, ei leidnud sealt varju, vaid tuul ajas Soome ranna lahistele","ee","1:1:5"
"G0358",1884,NA,"1","14","14","1:1:5:4:","1:1:5:4:schwer","lv:wl:liepaja:","Ein schwerer Sturm aus West-Sud-West wehte in der verflossenen Nacht und auch noch heute mit wenig verminderter Gewalt. Das Wasser im Hafenist bedeutend gestiegen.",NA,"lv","1:1:5"
"G0191",1899,"winter","1","25","25","1:1:5:4:","1:1:5:4:heftig, 1:1:5:4:schifffahrt","lv:ml:ri:bolderaja:","Der heute eingekommene englische Dampfer „China"" hatte gestern Abend aus der hiesigen Seerhede geankert, wurde aber von einem heftigen Sturme wahrend der Nacht uberfallen, wobei seine Ankerkette ri<U+00DF> und er seine Anker nebst 20 Faden Kette verlor. ",NA,"lv","1:1:5"
"A6",1862,"summer","6","30","30","1:1:5:5:","1:1:5:4:wald_dacher, 1:1:5:wald_dacher, 1:2:1:dacher_baume","ee:se:voru:,   ee:l:vagula:,   ",NA,"Wahrend eines Gewitters erhob sich ein heftig wirbelnder Sturmwind, welcher auf dem etwa 6 Werst langen und 3 Werst breiten, in der Nahe der Stadt Werro belegenen Waggula-See eine Wasserhose wie sie sonst nur im offenen Meere angetroffen wird, erzeugte","ee","1:1:5"
"G0660",1878,"summer","7","11","11","1:1:5:4:",NA,"lv:wl:riga:",NA,NA,"lv","1:1:5"
"F3417",1899,"autumn","11","3","3","1:1:5:4:","1:1:5:4:stark, 1:2:1:schiffsinkt","ee:we:la:paldiski:","Baltiskist. 3.Novembri ohtu ajas kange torm Rootsu laeva “Liisa”, laudadega lastitud, Baltiski lahes kalju peale kinni. Maalt katsuti asjata kohisevate lainete labi meestele appi minna. [Alles jargmisel paeval parastlounat said kahurid appi enne oli uks rannasoldat uppunud.]",NA,"ee","1:1:5"
"C694",1822,"summer","7",NA,NA,"1:1:2:8:",NA,"ee:h:li:",NA,"aike ja rahe on vaevalt kunagi niipalju kahju tekitanud kui moodunud juuli kuu. 1. Juuli age aike terves piirkonnas ja suutas vaga palju maju. Tallinnas samuti ja suutas polema","ee","1:1:2"
"C609",1820,"summer","6","16","16","1:1:2:8:",NA,"ee:ne:tallinn:",NA,"Laia uulitsat mooda, mis on lai ainult nime poolest, laheneme Puha Olavi kirikule, mis poles maha moodunud suvel 16.juuli ool. Piksenool loi uhte nurgatorni, ja korraga haaras tuli kogu katusealuse. Onneks sadas vihma","ee","1:1:2"
"G0197",1899,"autumn","9","13","13","1:1:5:4:","1:1:5:4:stark, 1:1:5:4:schifffahrt","ee:we:sa:saaremaa:vilsandi:, ee:we:hiiumaa:ristna:","Der „Rev. Beob."" vom 13. September schreibt: Bei dem starken Sturm in der Nacht von vorigen Freitag auf Sonnabend sind zwei gekenterte Segler, einer bei Filsand auf Oesel  und der andere hei Dagerort, angetrieben worden. Ob die Mannschaft sich gerettet, ist zur Zeit noch unbekannt.",NA,"ee","1:1:5"
"G0473",1886,NA,"5","16","16","1:1:5:4:","1:2:1:gebaude, 1:2:1:ernte","lv:sl:ba:","am 16. Mai Nachmittags 3 Uhr ein starker Sturm, verbunden mit Hagel und in der Richtung von Sudwest herkommend, hinweggezogen und hat daselbst an Gebauden und Feldern viel Schaden angerichtet",NA,"lv","1:1:5"
"F3147",1890,"summer","6","20","20","1:1:5:3:","1:1:5:3:stark","ee:se:ta:","Tartu ligidal Maarja Magdaleena kihelkonnas mollas 20. juunil p.l. kellu 3-4 kange maru, mis palju kahju tep. Metsades on puud sihtide viisil maha murtud ja heinamaal heina kuhjad laiali pillatud, nii et ainult pesaasened jarele jaanud. Teesid mooda, mis metsat labi kasvad, ei olnud paale maru mitte enam voimalik soita, sest et nad maha murdnud puid tais olivad. Ellistvere vallas viis torm Soomelani talu uuel elumajal poole katuse paalt ara ja leigitas seikad vundamendi kuljest lahti. Seesama lugu sundis ka sama katusega.",NA,"ee","1:1:5"
"G0708",1874,"spring","5","27","27","1:1:5:4:","1:2:1:schiffsinkt","ee:ne:narva",NA,NA,"ee","1:1:5"
"G0700",1873,"autumn","11","23","23","1:1:5:4:","1:1:5:4:heftig","lv:ml:ri:bolderaja:",NA,NA,"lv","1:1:5"
"G0469",1886,NA,"4","15","15","1:1:5:4:",NA,"lv:wl:liepaja:","ein NW-Sturm",NA,"lv","1:1:5"
"F2186",1863,"autumn","9","15","15","1:1:2:8:",NA,"ee:se:viljandi:",NA,"1863.September, lisaks meteole ikese kirjeldus 15.09. “Am 4 fing man die Gerste zu schneiden","ee","1:1:2"
"G0690",1872,"autumn","9","15","17","1:1:5:4:","1:2:1:gebaude, 1:2:1:schiffsinkt","lv:wl:liepaja:",NA,NA,"lv","1:1:5"
"A447",1864,"summer","8","6","6","1:1:5:4:","1:1:5:4:navigation restricted, 1:1:5:4:heftig, 1:1:5:4:schiffe","ee:h:torgu:,   ee:we:sa:","Am 6. August wuthete hierselbst ein so heftiger Sturm, wie er in vielen Jahren nicht vorgekommen. Am Morgen des genannten Tages wurden vier zum Kirchspiel Ansekull gehorige Fischerbote (zwei derselben mit funf, zwei mit sechs Mann besetzt) von ihren Ankern losgerissen und widerstandslos in die hohe See getrieben.",NA,"ee","1:1:5"
"C739",1823,"autumn","10","16","16","1:1:5:3:","1:1:5:3:stark, 1:1:5:2:stark, 1:2.1:schifffahrt_eingeschrankt","ee:we:la:paldiski:",NA,"Preisi laev alustas 2/14 okt. Kroonlinnast reisi Stettini. 4/16 okt. Jouti Palsiski lahistele tuul SSW, muutus tormiks ja laev otsis Suuropi lahes varju","ee","1:1:5"
"F2581",1876,"spring","4","12","12","1:1:5:4:","1:1:5:4:stark","ee:we:parnu:","Pernau, 2. April. Unsere Flu<U+00DF> hat sich in diesem jahre seine Eisdecke unterwarter rasch entledigt.Am voringen Monatag (29. Marz(12 April)) passierten noch Fuhrwerke und bis zum Abend noch Fu<U+00DF>ganger das Eis, am Dienstag Morgen war bereits offenes Wasser, so da<U+00DF> der Verkehr der beiden Ufer mit Boten vermittelt wewrden konnte, nur einzelne gro<U+00DF>e Eisschollen sah man noch auf dem Wasser schwimmen. Der am Dienstag herrschende starke Sturm wird das Eis auf durfen demnach hoffen, da<U+00DF> dieselbe bald vom Eise befreit sein wird und konnen in diesem Jahre einer fruheren Eroffnung der Schifffahrt als im voringen entgegensehen (Pern. Z)",NA,"ee","1:1:5"
"F3103",1889,"summer","6","22","22","1:1:2:8:",NA,"ee:h:vo:rapina:veriora:","22.mkp loi pikne Veriora vallas Pindi kulas Gustav  Pindingi 5 hoonet polema: lauda, hobuste talli, kuuni ja sigade lauda (22 lammast tule  ohvriks.)",NA,"ee","1:1:2"
"D190",1808,"winter","12","11","11","1:1:5:3:",NA,"lv:ml:riga:","sturmisch aus S",NA,"lv","1:1:5"
"A344",1864,"spring","4","17","17","1:1:5:4:","1:2:1:schifffahrt_eingestellt","lv:ml:ri:bolderaja:","Die Englische Brigg „ Cherub "", Capt. M'Donald. mit Salz beladen, auf der Rhede angekommen, kann wegen Sturmes und hohen Seegattes nicht in den Hafen einlaufen",NA,"lv","1:1:5"
"G0398",1884,NA,"10","17","17","1:1:5:4:","1:1:5:4:orkanartig","lv:wl:liepaja:","Der orkanartige W.S.W.-Sturm, der in der Nacht von Dienstag auf Mittwoch herrschte, scheint, wie die ""Lib. Ztg"" berichtet, in der Stadt Libau selbst nicht viel Unheil angerichtet zu haben",NA,"lv","1:1:5"
"G0631",1875,"autumn","10","4","5","1:1:5:3:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"G0014",1890,"autumn","10","15","15","1:1:5:4:","1:1:5.4:todesopfer_1, 1:2:1:schiffsinkt","lv:h:wl:gr:virgasmuiza","m 15. Oktober Morgens um 7 Uhr landete bei SW.-Sturm mit dem eigenen Boote unweit Wirgen die aus 5 Mann bestehende Besatzung des auf der Hohe von Papensee verlassenen Schiffes ""Machina"". Das  Schiff kam von Memel, war mit Holz beladen und nach Kiel bestimmt. Beim Eingehen in die Brandung wurde der Kapitan aus dem Boote geworfen und ertrank. Die Leiche wurde nach einigen Tagen cirka 50 Werst abwart« (im Noroen von Libau bei Seemuppen) ausgeworfen, nach Libau gebracht und da begraben. Die Wirgen'sche Rettungsmannschaft hatte sich sofort der Verungluckten auf das Warmste angenommen. ",NA,"lv","1:1:5"
"G0386",1884,NA,"7","28","28","1:1:5:4:",NA,"lv:ml:riga:","Ein starkes Unwetter brach gestern Nachmittag um 4 Uhr, nachdem Tags uber druckendhei<U+00DF>e Luft uber der Stadt gelagert hatte, mit au<U+00DF>ergewohnlicher Heftigkeit los. Im Zeitraum weniger Minuten sturmten so gewaltige Wassermassen zur Erde herab, da<U+00DF> das Wasser durch die Gossen und Abfallschachte nicht mit entsprechender Geschwindigkeit abflie<U+00DF>en konnte und einen Theil der niedriger gelegenen Stra<U+00DF>en und Platze uberfluthete",NA,"lv","1:1:5"
"G0169",1898,"summer","6","15","15","1:1:5:4:","1:1:5:4:schwer, 1:2:1:baume, 1:2:1:gebaude","lv:ml:riga:","Am 15. Juni, nach 1 Uhr Nachmittags wuthete beim Stintsee ein furchtbarer Sturm, welcher mehrere Baume entwurzelte und in der im Bau begriffenen Flachs- und Jute-Fabrik eine innere steinerne Wand theil weise zerstorte. Die dort fich befindenden Arbeiter Mickel Jakobson und Grigory Akentjew erlitten beim Einsturzen der Wand Verletzungen.",NA,"lv","1:1:5"
"A420",1847,"summer","8","16","16","1:1:5:4:",NA,"lv:s:","Am 16/28. August, nachmittags 4 Uhr, von Riga und um 6 Uhr von Bolderaa in See gegangen, war der Wind nordlich und sturmisch bei hoher See",NA,"lv","1:1:5"
"B199",1857,"spring","3","3","3","1:1:2:8:",NA,"ee:se:tartu:","Das Wetter ist schon, am Morgen meist warm und klar, am Abend gewohnlich etwas Regen, am 3 (Marz) sollen wir sogar scho.n ein Gewitter gehabt haben, am 6.. (Marz), um Mittagszeit hagelt es. Das Embachwasser steigt und hat niedrige Stra<U+03B2>en uberschwemmt –","Tartu kirjasaatja.","ee","1:1:2"
"F3151",1890,"summer","6","21","21","1:1:5:3:","1:1:5:3:stark","ee:h:li:","Neljapaeval, 21.skp. oli mitmes paigas hakilisi tuuletoukamisi tunda. Tartus on see ajuline torm Dome mae puid maha murdnud ja moned majade katused maha kiskunud. Peipsi paa olnud aurulaevad ja lodjad kimbatuses. Tartu ligidal Maarja Magdaleena kihelkonnas mollas 20. juunil p.l. kella 3-4 kange maru, mis palju kahju tep. Metsades on puud sihtide viisil maha murtud ja heinamaal heina kuhjad laiali pillatud, nii et amelt pesasened jarele jaanud. Teenid mooda, mis metsat labi kasvad, ei olnud paale maru mitte enam voimalik soita, sest et nad maha murdnud puid tais olivad. Ellistvere vallas viis torm Soomelani talu uuel elumajal poole katuse paalt ara ja leigitas seikad vundamendi kuljest lahti. Seesama lugu sundis ka sama katusega",NA,"ee","1:1:5"
"F2222",1864,"summer","7","17","17","1:1:2:8:","1:1:2:8:verbreiteteschaden","ee:se:va:","Valga makonnast (Pikse kahjo) 17. julil hoidsid 2 tutarlast uhhe Ermisse valla tallopoea veiseid ja lambaid valjal, kui parrast lounat kello 6 aeal paks murristamise pilv ulestousis ning karjatsev vihma ja rahhe parrast lambaid hakkasid koea aeama. Agga vata, lageda valja peal juhtus pikse elektrivae volamine nende kohta ja loi 2 karjast, 29 lammast, 4 lehma, 2 vassikat ja yhhe koera keik korraga mahha) Keigist neist 38 hingelist on jalle toibunud 3 lammast ja 3 lehma, vimaks ka enam kui tunni aea parrast mollanud karjatsed...Mahhalodud surnud lomad on kul vahhem kui tunni aea sees hirmus ulesaeanud, agga kellega kuljes ei ole mingisuggust hava nahha olnud. Vaggev elektrivolamine on monned lomad 3 sulda moda maad edasi lukkanud, et villa ja karvarada tagga olnud. Tutarlapsed ei uttelnud midagi tundnud ollevad...",NA,"ee","1:1:2"
"G0623",1875,"spring","5","4","5","1:1:5:3:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"F2376",1869,"spring","4","27","27","1:1:2:8:",NA,"ee:we:parnu:",NA,"7.mai teatel oli Parnus esimene piksemuristamine 27. april","ee","1:1:2"
"G0702",1873,"autumn","11","21","22","1:1:5:4:","1:1:5:4:heftig,  1:2:1:dacher, 1:2:1:gebaude","ee:ne:tallinn:",NA,NA,"ee","1:1:5"
"F3100",1889,"summer","6","8","8","1:1:2:8:",NA,"ee:ne:rakvere:","Rakverest 8-mal  s.k.p louna ajal oli Rakverelt   umberkaudu raske rahesadu, kus moned rohetavad <U+00BE> naela rasked olid. Mitmes   kihelkondades ja valdades on viljad pollul ara rikutatud. Koige suuremat kahju sai  Kloodi mois. Rukkid saivad usna maha pekstud ja peaaegu koik aknaruudud moisa  hoonetes purustatud ja lammastest, mis karjas olid, moned rahe teradest surmatud.  Vanemad inimesedki ei ole enne niisuuri rahe terasid nainud.",NA,"ee","1:1:2"
"F2381",1869,"summer","8","7","7","1:1:5:4:","1:1:5:4:extrem","ee:se:tartu:","Tartust suur saddo, kuida kuleme, olla ka meie Tarto umberkaudu suurt kahjo teinud","(esialgu igasugused kirjalikud teated puuduvad)","ee","1:1:5"
"F2915",1886,"spring","5","21","25","1:1:5:3:","1:1:2:8:einige_tage","ee:h:li:","Ilmad on Eestimaal viimsel nadalil ilusad olnud enamiste natuke tuulised ja selged. Teisipaeva homikul [20.voi 27.V] oli natuke muristamist ja natuke vihma, mis aga palju ei mojunud. Korgemate maadele oodatakse juba vihma. Tanini on pollud, heinamaad ja puulehed vaga kenaste kosunud. Rukki oitsemist voib paiguti juba puhadeks oodata. [19.-25.V]",NA,"ee","1:1:5"
"F3107",1889,"summer","7","17","17","1:1:2:8:","1:2:3:opfer","ee:h:we:mihkli:oiderma:","17. juulil on Laanemaast vaike pikse pilv ule  kainud. Oidermas – 1 teomees surnuks, teise vigaseks, 2 talumaja polema. Lihula  poole liikudes heinahoone ja kuhjad poletanud ja Lihula karjamoisa rehetuba koos  peksumasinaga polenud. Matsalu moisas rehe 300 koorma ristikuga maha poletanud ja  siis merele liikunud.)",NA,"ee","1:1:2"
"C621",1820,"autumn","10","12","15","1:1:5:4:","1:1:5:4:stark","ee:ne:ha:naissaar:",NA,"12. Oktoobril (u.k.) tousis torm N-st ja oldi sunnitud jaama ankrusse","ee","1:1:5"
"F2313",1867,"summer","7","13","13","1:1:2:8:","1:2:3:gebaude","ee:h:we:la:martna:rannamois:","Tallinnast. (Laanemaalt) Kuidas Tallinna seitung koneleb, on selle ku 13. paeval pikne Martna kirriko moisa pollema lonud, kus opetaja keik omen asjo on tulle roaks piddanud jatma",NA,"ee","1:1:2"
"G0437",1885,NA,"7","3","3","1:1:5:4:","1:2:1:dacher; 1:2:1:verbreiteteschaden","lv:ml:kk:","Wie wir erfahren, hat am Freitag Nachmittag in Kokenhusen und Bilsteinshof ein Unwetter stattgefunden. Im Schweizerhause zu Bilsteinshof wurde durch den Sturm das Dach abgedeckt und ebendaselbst ein alter, gro<U+00DF>er Baum entwurzelt. Im Persethal hat der Sturm bedeutende Verwustungen angerichtet.",NA,"lv","1:1:5"
"G0291",1882,NA,"6","28","28","1:1:5:4:","1:2:1:baume","lv:h:ku:","Um die Mittagszeit und Nachmittags fiel dann wieder das Thermometer auf 17 Gr. und es tobte ein Sturm, der unter den Obstbaumen in den Garten viel Schaden angerichtet hat",NA,"lv","1:1:5"
"F3137",1890,"spring","3","1","15","1:1:2:8:",NA,"ee:h:we:marjamaa","Moodunud neljapaeval on Marjamaal esimest kevade muristamist kuuldud.",NA,"ee","1:1:2"
"F3300",1894,"summer","8","12","12","1:1:2:8:",NA,"ee:h:we:haademeeste:uulu:","Uulu moisa lahedal on pikne paarkummend telegrafiposti ararikkunud, ka mitmel mannal koore mahakiskunud.",NA,"ee","1:1:2"
"F3106",1889,"summer","7","17","17","1:1:2:8:",NA,"ee:we:la:","17. juulil on Laanemaast vaike pikse pilv ule kainud,  kuid palju kahju teinud.",NA,"ee","1:1:2"
"C695",1822,"summer","7",NA,NA,"1:1:2:8:",NA,"ee:se:ta:","Tarto-maalt sel 2.Augustil. Meil on nuud neljas naddal kaes, et sedda pawa polle olnud, mil murristamist polleks kuuldud; waid on sedda igga paew, ja monikord kolm, nelli ehk wiiski kord paevad tulnud. Et nuud kul murristamised kovvad ja saggedad olnud, siis ep olle ommetige Juli kuul seda onnetust liggimail kuuldud, mis Jani kuul murristamised teinud. Seggasid kul monikord wihma hood heina toed ja leikust urikesest ajast; agga olli sellegi parast heina ja rukkikorjamise aeg ja ilm vagga hea",NA,"ee","1:1:2"
"G0059",1892,"winter","12","20","21","1:1:5:4:","1:1:5:4:heftig","ee:ne:tallinn:","Seit gestern haben wir wieder Schneegestober mit heftigem Sturme und einer Kalte von mehr als 10 Grad, die erst heute nachzulassen scheint.",NA,"ee","1:1:5"
"F2819",1884,"summer","6","4","4","1:1:2:8:",NA,"ee:h:we:saaremaa:valjala:","Valljalast [...] Esmaspaev 4. Jaanikuu paaval, tousis louna ja ohtu vahelt paks vihma pilv nahtavale, mis igale pollu mehele sudamsese roomust lootust aratas, sest maa pind oli paari nadalase kuiva labi kovaks lainud ja taime sugu (rohi ja vili) oli halivas korras [...] Paari kordse kange muristamise jarel hakkas kull vihma sadama. - aga vihma uhes ka rahet; moned rahe terad olivad pahkle suurused [suurt kahju ei teinud]. Kuda kuuleme, on seesama pilv ka karja kihelkonnas paiguti kahju teinud...",NA,"ee","1:1:2"
"C1006",1834,"spring","3","4","4","1:1:5:2:","1:1:5:2:stark","ee:we:la:paldiski:",NA,"4.marts, tugev WSW tuul mit dicken Schneegestrober","ee","1:1:5"
"G0190",1899,"winter","1","12","12","1:1:5:4:","1:1:5:4:schifffahrt;1:2:1:schiffe","ee:we:saaremaa:kihelkonna, lv:wl:li:","Der russische Gaffelschooner „Masirbe"" lief gestern, nachdem derselbe 15 Tage in See gewesen war, in unseren Hafen ein. Derselbe war auf seiner Reise schon bis zur Insel Oeland vor gedrungen ; da aber die westlichen Sturme nicht nachlie<U+00DF>en und er zudem noch einen Theil seiner Deck ladung durch Sturzsee verlor, so sah er sich gezwungen. Libau als Nothhafen zu nehmen. Sonst hat das Schiff keinen Schaden genommen und beabsichtigt daher nachdem die Deckladung wieder zurecht gestaut sein wird, die Reise fortzusetzen. _Reval. Der „Reu. Beub."" vom 12, Januar schreibt: Der bei Filsand gestrandete Dampfer „Europa"" hat in den letzten Tagen bei den herrschenden westlichen Sturmen einen schweren Stand gehabt. Nach einer Meldung von Sonntag Abend hatte sich schon dann die „Europa"" um 3 Fu<U+00DF> tiefer in den Boden gegraben. Da er steinig sein soll, ist sie voraussichtlich schwer beschadigt worden. Gestern lagen des Sturmes wegen die bei der „Europa"" beschaftigten Dampfer und Segler sammtlich in der Kihelkondschen Bucht vor Anker. Die Bergungsflotille ist um den Rotermann'schen Dampfer „Axel"" vermehrt worden, der fur die Baumwoll fruchten gechartert worden ist. Sonnabend ging der „Axel"" mit dem „Erui"" zum Ort der Havarie aus wo seitdem die Arbeit hat ruhen mussen. Geborgen sind jetzt im Ganzen gegen 300 Ballen, die trocken an Land angekommen sind. ",NA,"ee","1:1:5"
"G0012",1890,"autumn","10","6","6","1:1:5:4:","1:1:5:4:schiffsinkt","lv:h:wl:gr:palanga:","Am 6. Oktober Nachmittags 4 1/2 Uhr strandete bei SW.Sturm. dicker Luft mit Regen bei Polangen das von EkkenaeS mit Eisen beladene. nach Libau bestimmte ruffische — (finnlandische) — Galeasschiff .W e r a' Kapt. GulSstrom. Die aus 4 Mann bestehende Besatzung wurde, nachdem der Raketen- Apparat vergeblich Leinen uber daS Schiff geworfen hatte und diese aus Unkenntnis der Schiffsmannschaft  nicht benutzt wurden, vermittelst eine« Fischerbootes, welches mit der Polanger Rettungsmannschaft bemannt war, glucklich gelandet. ",NA,"lv","1:1:5"
"F3367",1897,"autumn","11","4","4","1:1:5:4:","1:1:5:4:stark, 1:2:1:","ee:we:sa:saaremaa:,  ee:h:ne:virumaa","Jamajast. Talve kuu esimeste paevade sees [4.nov. nagu selgub Virumaa teatest] oli siin kange torm rahe sajuga, mis palju kahju tegi. Mitmel viinud ta majade katused paalt ara, mitmel tuulika tiivad, mitmel poetanud ta puu aeda jne.- Turju, Jamaja ja Kaunispae rannast kuulukse ajanud. … [Samas lehes teada, arvata sama tormi kohta, mis Vaikse vaina tammi nii ara lohkunud, et ule kaimine praegu taiestei voimatu on.]",NA,"ee","1:1:5"
"G0177",1898,"autumn","9","7","8","1:1:5:4:","1:2:1:todesopfer_120","lv:wl:li:","Ueber die Opfer de<U+00DF> Sturmes vom 8. d. Mnts, berichtet die »Lib. Zr g."": .Nach neueren Meldungen scheint die Zahl der in der Nacht vom 7. auf den 8. September an unserer Kuste verungluckten Fischer doch recht bedeutend zu sein. Wie uns mitgetheilt wird, ohne da<U+00DF> wir die Ziffern controliren konnen, sollen an der Kuste zwischen Polangen und Libau 70 Fischer verungluckt sein. Noch hohere Zahlen liegen der Redaction des „Memeler DamvsbooN vor. Darnach sollen, wie uns das Blatt in collegialer Weise mittheilt, aus Polangen circa 30, aus den Fischerdorfern zwischen Polangen and Libau aber gegen 90 Fischer bei Ausubung ihres Berufes in der verhangni<U+00DF>vollen Nacht za Grunde gegangen sein.",NA,"lv","1:1:5"
"G0603",1874,"spring","3","5","5","1:1:5:3:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"G0436",1885,NA,"7","5","5","1:1:5:4:","1:1:5:4:","lv:ml:riga:","Von Mittag an zeitweilig heftiger Sturm.",NA,"lv","1:1:5"
"B20",1856,"summer","7","7","7","1:1:5:4:",NA,"ee:h:ne:virunigula:","Ein am 2 d.M. aufsteigendes, von W nach O gehendes 3 faches Gewitter mit Hagel, ein am 6 folgendes, haben die Temperatur nicht herabgesetzt und die jetzt eingetretene gute Witterung berechtigt den landmann zu grossen Hoffnungen. Das Heu wird mit gutem Erfolge eingesammelt die Sommergerste steht gut","Maholmist . 7. juulil – margib supelsakste joudmisest „Maholmschen Strande“ ja edasi.","ee","1:1:5"
"F3177",1890,"autumn","9","16","21","1:1:5:4:","1:1:2:8:gross, 1:1:5.4:stark","ee:we:la:","Wierland: Die schonen warmen und regenlosen Tage, die wir endlich nach einen fast zwei Monaste anduerden Regenperiode mit dem beginne des September erhielten, scheinen mit dem 12. ihren Abschlu<U+00DF> gefunden zu haben; denn seit 13. haben wir taglich mehr oder weniger starker Regengusse gehabt, dabei wehen fast standig heftige Winde, die am 16 und 21. Sept. sogar zu schweren Sturmen ausarteten. Um 19. Sept. wurde hier am Abend und in der Nacht bei sehr niedrigen Barometerstande ein Wetterleuchten in westliche Richtung beobachtet. … zwei Male schwachen Donner, regnet, hagelte sich in der Nahe entladenden gewitter der Fall ist-",NA,"ee","1:1:5"
